puzzle_state,target_move,manhattan_distance
5 2 0 1 7 6 4 8 3,down,8
2 6 3 1 0 8 7 5 4,up,10
2 0 5 1 3 6 7 4 8,down,9
8 1 5 0 3 6 4 2 7,up,13
3 5 2 1 7 0 8 4 6,down,11
2 3 8 1 4 5 7 0 6,up,9
5 2 3 8 7 4 0 1 6,up,12
1 3 6 5 2 8 4 0 7,right,9
1 2 5 3 0 4 7 8 6,left,8
3 7 5 8 1 2 0 4 6,up,16
7 2 0 4 1 3 5 8 6,down,8
1 3 5 4 2 6 0 7 8,right,6
1 5 6 0 4 3 7 2 8,right,7
1 3 8 4 2 5 7 0 6,up,7
1 2 0 3 5 6 4 7 8,down,6
4 8 1 7 5 2 6 0 3,left,13
0 7 5 1 3 6 8 4 2,down,14
4 2 6 5 3 0 1 7 8,up,9
4 3 5 2 8 1 0 7 6,right,12
0 1 8 2 6 3 4 7 5,down,12
1 0 6 2 3 8 4 7 5,down,11
3 0 8 2 4 5 1 7 6,left,13
4 1 3 0 2 8 7 6 5,up,9
1 0 3 6 7 8 2 4 5,down,13
1 3 6 7 4 2 5 0 8,left,9
0 3 6 2 1 8 4 5 7,down,12
1 3 5 0 4 8 7 6 2,right,11
2 1 3 6 5 8 4 0 7,right,9
7 4 1 0 3 2 8 5 6,up,13
0 3 6 2 8 7 1 4 5,down,14
3 0 7 1 6 2 8 4 5,left,15
1 6 8 5 3 7 4 0 2,right,15
6 4 3 2 1 0 7 5 8,up,11
0 5 6 3 1 2 4 7 8,down,12
2 0 5 1 3 7 4 6 8,down,13
2 8 6 3 4 0 1 7 5,up,13
7 4 2 8 1 5 6 3 0,left,16
0 1 3 4 5 6 2 7 8,right,6
8 4 5 1 0 2 7 6 3,up,14
2 6 0 3 8 5 1 4 7,left,14
2 5 3 4 1 6 0 7 8,right,6
1 2 6 4 3 7 0 8 5,up,8
5 2 8 4 7 3 0 1 6,right,12
1 2 3 7 4 0 6 5 8,up,7
2 3 4 7 0 8 5 1 6,down,14
0 1 5 4 8 2 7 6 3,right,10
0 1 5 7 3 6 2 4 8,right,12
4 1 3 7 6 2 8 0 5,left,9
0 5 3 1 6 2 4 7 8,down,8
2 4 1 0 5 3 7 8 6,up,7
5 2 3 8 0 4 1 7 6,left,10
2 0 3 1 7 5 8 4 6,left,9
1 8 2 4 5 6 0 7 3,right,6
1 0 2 5 7 3 6 4 8,right,11
8 5 4 2 1 3 7 6 0,left,14
1 3 7 0 6 2 8 4 5,up,13
4 1 2 7 5 0 6 3 8,up,11
5 0 2 7 4 3 8 1 6,left,11
5 4 2 1 3 0 7 8 6,down,9
1 7 2 4 3 6 8 5 0,up,8
2 3 5 0 6 8 1 7 4,down,13
1 0 2 3 5 6 4 7 8,right,7
5 0 1 3 4 2 7 8 6,left,11
3 0 6 2 5 1 4 8 7,left,11
4 1 3 2 8 0 7 6 5,down,9
5 0 8 3 1 4 7 6 2,down,17
1 2 6 4 3 7 8 0 5,left,9
1 2 0 5 7 3 4 8 6,down,6
3 2 5 4 1 6 7 0 8,right,7
3 1 6 5 7 4 2 8 0,up,12
1 2 3 5 0 6 4 7 8,left,4
2 3 0 1 5 6 4 7 8,left,6
1 3 0 6 2 7 4 5 8,left,10
2 0 4 8 7 3 1 6 5,left,15
4 2 7 8 1 3 5 6 0,left,14
2 3 0 1 5 7 6 4 8,left,12
2 5 3 4 8 6 0 1 7,right,8
5 3 6 0 2 1 4 7 8,up,11
2 3 1 7 4 6 5 8 0,up,8
3 1 5 6 0 2 4 7 8,left,12
2 7 3 4 6 8 1 0 5,right,11
1 5 8 3 7 2 4 6 0,left,14
3 2 8 1 0 5 4 7 6,right,10
1 3 8 0 2 5 4 7 6,down,9
2 0 6 3 8 5 1 4 7,left,13
4 1 2 8 3 6 5 0 7,left,11
1 4 2 7 6 3 8 5 0,up,8
5 4 2 7 6 3 1 0 8,right,11
1 8 3 4 7 0 6 5 2,down,11
5 4 2 1 6 0 7 3 8,left,11
1 0 5 7 3 2 8 4 6,down,11
5 0 4 3 8 1 7 6 2,left,17
4 1 5 6 3 2 7 0 8,right,11
5 1 3 4 2 6 0 7 8,right,6
4 0 1 7 6 2 3 5 8,right,13
1 3 0 4 8 6 7 2 5,left,6
1 5 2 4 8 3 7 0 6,up,5
1 4 2 6 7 3 5 8 0,up,10
5 2 8 1 6 3 0 4 7,right,12
2 3 5 7 1 6 4 8 0,up,8
5 4 1 3 2 0 7 8 6,down,11
1 7 3 5 8 0 4 2 6,down,9
7 0 4 1 5 2 8 6 3,right,13
1 2 3 8 0 5 4 7 6,left,6
2 4 0 7 1 8 6 3 5,down,16
3 6 2 1 0 8 7 4 5,up,12
6 7 1 4 3 0 5 2 8,left,15
4 6 3 2 0 8 7 5 1,up,12
1 0 6 7 3 2 5 4 8,down,11
2 3 5 6 4 7 0 1 8,right,14
4 0 8 3 7 2 6 1 5,right,19
5 4 2 1 0 3 7 8 6,up,8
2 7 1 5 6 3 0 4 8,right,12
2 6 5 1 7 0 4 8 3,up,11
5 8 0 4 1 2 7 6 3,down,12
7 4 6 0 2 1 8 3 5,up,15
2 5 7 1 3 6 8 4 0,up,12
1 8 2 4 3 5 7 6 0,left,8
7 4 1 0 6 2 8 3 5,up,15
1 2 3 6 0 7 4 5 8,down,8
4 1 2 7 3 8 5 0 6,left,11
2 8 3 1 6 0 4 5 7,left,9
4 1 2 6 5 3 7 0 8,right,7
7 8 2 1 3 6 5 0 4,left,13
6 5 0 2 1 3 4 7 8,down,12
4 6 1 5 3 0 2 7 8,left,13
7 2 0 1 3 6 4 8 5,down,8
4 1 6 3 5 2 7 0 8,right,9
1 2 3 7 5 0 8 4 6,down,5
4 1 5 6 2 8 0 7 3,right,12
2 4 1 0 6 3 7 5 8,up,9
4 1 3 2 0 5 7 8 6,left,6
4 1 6 7 3 2 5 0 8,left,11
4 2 3 7 5 1 8 6 0,left,8
4 6 1 2 0 3 7 5 8,up,10
1 5 2 8 4 7 3 0 6,left,13
4 1 6 8 3 2 0 7 5,up,12
1 5 2 4 8 3 7 6 0,left,6
7 3 0 8 1 2 6 5 4,down,16
1 4 2 0 7 3 5 8 6,down,9
4 6 1 5 7 3 0 2 8,up,12
7 1 0 8 2 3 4 6 5,down,12
8 1 3 4 2 5 7 0 6,up,7
4 8 1 7 5 2 6 0 3,left,13
1 0 8 4 2 5 3 7 6,down,11
7 1 2 8 0 3 4 5 6,down,10
0 1 3 4 7 2 8 6 5,right,10
0 1 3 4 2 5 7 8 6,right,4
2 3 0 1 7 6 5 4 8,left,10
3 0 5 1 4 2 7 8 6,left,9
0 1 8 4 2 5 3 7 6,right,12
0 1 6 4 8 2 7 3 5,right,10
1 0 2 6 7 3 5 8 4,right,11
4 1 2 8 3 6 5 7 0,up,10
3 0 5 1 4 2 7 8 6,left,9
4 2 3 0 6 8 7 1 5,up,9
0 1 5 4 8 2 7 6 3,right,10
4 1 6 7 3 2 0 5 8,up,10
5 0 2 6 1 3 4 7 8,down,11
5 2 3 1 4 6 7 8 0,up,4
5 2 3 0 8 4 1 7 6,up,9
1 5 6 4 0 3 7 2 8,up,6
4 2 0 6 1 3 7 5 8,down,8
1 8 2 4 3 5 7 6 0,left,8
1 2 3 7 4 5 8 6 0,left,6
2 3 6 4 1 0 7 8 5,up,7
1 6 4 3 2 8 0 7 5,right,14
1 0 6 5 3 2 4 7 8,down,9
4 3 8 2 0 5 1 6 7,down,14
5 3 6 0 1 8 2 4 7,up,15
5 0 3 2 7 6 1 4 8,left,11
4 3 0 2 1 5 7 8 6,left,8
2 8 3 1 0 7 5 4 6,up,12
0 5 3 4 1 2 7 8 6,down,6
2 8 3 1 5 6 4 0 7,right,7
2 3 6 4 1 7 8 0 5,left,11
2 3 5 6 4 7 1 0 8,right,13
2 1 3 4 8 0 5 6 7,up,9
4 2 3 5 0 8 7 6 1,down,10
2 0 4 8 7 3 1 6 5,left,15
5 3 6 1 0 4 2 7 8,right,12
1 2 6 4 0 3 8 5 7,down,6
3 0 8 2 5 6 4 1 7,left,13
4 3 6 1 8 5 2 7 0,up,10
5 1 3 4 2 6 0 7 8,right,6
4 1 2 8 0 3 5 7 6,left,10
5 1 6 4 3 7 8 0 2,left,13
5 4 3 2 0 1 7 8 6,up,10
4 1 2 5 0 8 7 6 3,down,10
1 2 3 6 5 7 0 4 8,right,8
2 1 5 8 0 7 4 6 3,down,14
1 7 2 8 6 3 4 5 0,up,10
4 1 2 6 0 5 7 8 3,left,8
1 2 3 5 6 8 4 7 0,up,6
1 3 5 8 2 6 4 7 0,up,8
1 0 2 4 3 5 8 7 6,down,7
4 0 1 2 8 3 7 6 5,right,11
1 2 0 7 8 3 6 4 5,down,10
3 7 5 0 1 2 8 4 6,right,15
1 3 5 8 2 6 4 0 7,right,9
4 0 2 6 1 3 7 5 8,down,9
2 1 3 4 0 6 5 7 8,up,6
2 6 3 4 5 1 7 0 8,right,7
2 5 3 4 6 8 7 0 1,right,9
4 2 0 7 6 1 8 5 3,down,10
4 1 2 8 3 5 7 6 0,left,10
7 4 2 0 1 3 8 5 6,up,11
1 0 3 2 6 5 4 7 8,down,7
0 3 5 1 7 2 8 4 6,down,12
4 3 6 7 1 0 5 2 8,up,11
0 1 8 4 2 5 3 7 6,right,12
1 8 3 4 0 5 2 7 6,up,8
2 0 3 1 8 7 5 4 6,left,11
5 0 6 2 3 1 4 7 8,down,13
2 3 0 5 7 4 8 1 6,left,12
1 8 3 4 6 0 7 2 5,down,7
7 5 4 1 6 2 8 3 0,left,14
4 3 1 5 8 2 7 0 6,up,9
2 0 6 1 3 8 4 5 7,down,11
1 2 3 7 8 5 6 4 0,up,8
2 6 3 4 5 1 0 7 8,right,8
4 1 2 6 8 7 3 0 5,up,15
6 1 5 3 8 0 4 7 2,up,15
1 7 5 8 3 6 4 0 2,right,13
4 1 2 8 3 6 0 5 7,up,10
3 4 8 7 1 2 6 0 5,left,17
2 3 8 1 6 4 7 0 5,right,11
4 1 3 7 6 5 2 0 8,left,9
4 1 3 5 0 6 7 8 2,left,6
5 0 8 4 3 1 2 7 6,down,15
1 3 8 4 2 5 7 6 0,left,8
1 2 3 4 6 8 0 7 5,right,6
2 6 0 1 3 5 4 7 8,left,10
6 1 3 0 7 5 4 2 8,up,11
2 3 4 5 7 6 8 1 0,up,12
8 3 6 2 0 5 1 4 7,down,14
2 3 8 0 1 5 7 4 6,right,11
4 0 2 1 6 3 8 5 7,right,9
4 3 1 7 5 2 8 0 6,left,9
2 3 8 4 0 6 1 5 7,down,10
7 8 4 1 0 2 6 5 3,up,16
2 4 8 7 3 1 6 0 5,left,17
0 2 3 1 7 5 8 4 6,down,8
4 2 3 0 1 6 7 8 5,up,5
2 6 3 5 1 4 7 0 8,right,9
2 3 5 1 7 8 4 0 6,up,11
2 3 8 1 6 5 4 7 0,up,10
1 0 5 8 3 6 4 2 7,down,11
4 0 3 2 5 6 7 8 1,down,7
0 2 1 7 3 4 5 8 6,down,10
3 0 7 1 6 2 8 4 5,left,15
0 4 5 7 3 1 8 2 6,right,14
1 2 3 4 5 7 8 6 0,up,6
2 3 6 1 8 7 4 0 5,up,11
4 8 1 2 6 3 7 0 5,right,11
5 2 6 1 0 7 8 3 4,down,14
2 5 6 1 3 0 7 4 8,up,9
3 0 5 8 4 6 1 2 7,left,13
1 3 5 7 8 0 4 2 6,up,9
1 5 2 8 0 3 4 7 6,up,8
4 6 3 2 5 8 7 0 1,right,11
2 3 8 1 4 5 0 7 6,right,10
5 0 3 1 4 6 2 7 8,left,9
1 6 3 4 8 2 7 0 5,up,7
6 5 2 1 3 0 4 7 8,left,11
4 5 1 7 0 3 8 2 6,up,10
0 1 6 3 2 5 4 7 8,down,10
8 4 2 5 0 3 7 1 6,up,12
2 3 6 4 0 7 8 1 5,down,12
3 2 8 4 1 5 7 0 6,up,9
1 5 8 3 7 2 4 6 0,left,14
1 6 2 7 4 8 3 0 5,left,13
4 2 8 7 0 1 6 5 3,down,14
5 0 1 4 6 2 7 8 3,left,9
1 5 2 3 7 6 4 0 8,up,9
4 1 2 5 3 6 7 8 0,up,6
3 6 8 2 5 1 0 4 7,right,16
3 6 2 1 4 0 7 5 8,up,9
7 0 2 1 3 6 5 4 8,down,11
5 0 1 3 4 2 7 8 6,left,11
1 0 8 4 3 6 7 5 2,down,9
1 3 4 5 0 2 8 7 6,left,10
8 3 6 4 5 7 2 1 0,up,14
4 6 1 7 2 3 5 0 8,left,11
1 5 6 7 2 4 3 0 8,left,11
2 0 6 4 3 7 8 1 5,down,13
1 8 2 7 4 3 6 0 5,left,11
2 6 8 5 4 3 0 1 7,right,14
0 2 6 1 3 7 4 8 5,down,10
7 1 3 2 0 4 5 8 6,left,10
0 1 3 7 2 6 5 4 8,right,8
2 5 0 1 7 3 4 8 6,down,8
1 2 4 7 5 3 8 0 6,left,7
4 3 1 7 5 2 8 6 0,left,10
1 2 3 0 4 6 7 5 8,right,3
4 3 1 7 2 0 8 5 6,down,9
0 1 3 7 4 5 8 6 2,right,10
2 0 3 7 6 8 1 4 5,left,11
1 5 2 7 4 6 3 0 8,left,9
1 0 3 4 2 5 7 8 6,down,3
8 3 0 2 5 6 1 4 7,left,12
1 5 3 4 6 2 7 0 8,right,5
8 2 3 0 1 6 5 4 7,up,11
7 1 6 5 3 2 0 4 8,right,12
6 0 1 5 3 8 2 4 7,down,17
2 3 8 1 0 4 7 6 5,down,12
3 0 6 2 1 8 4 5 7,down,13
7 8 4 6 1 2 0 5 3,up,16
1 3 5 7 0 8 6 4 2,down,14
5 4 2 7 0 6 3 1 8,up,14
2 1 3 4 6 8 5 7 0,up,8
5 0 4 3 8 1 7 6 2,left,17
0 5 2 1 7 4 8 6 3,down,12
1 2 3 6 4 0 8 5 7,up,7
2 3 8 4 5 6 0 1 7,right,10
1 3 5 4 8 0 7 6 2,up,9
4 2 3 0 7 6 1 5 8,up,7
1 2 3 5 6 0 4 7 8,left,5
0 1 8 4 3 2 7 6 5,right,12
3 1 5 2 8 6 4 0 7,up,11
2 0 3 4 6 8 7 1 5,left,9
1 6 3 4 8 0 7 5 2,down,7
5 1 6 4 3 2 7 0 8,right,9
2 3 5 1 4 6 0 7 8,right,8
2 5 3 4 1 8 6 0 7,left,11
1 2 3 7 8 4 5 6 0,left,8
5 0 1 3 2 6 4 7 8,down,11
4 2 3 0 7 1 8 5 6,up,9
1 5 2 3 7 4 8 6 0,left,12
1 2 3 0 7 6 5 4 8,down,7
4 8 0 7 1 2 5 6 3,down,14
3 1 6 4 8 7 5 0 2,up,13
2 6 7 4 3 0 8 1 5,up,15
1 2 3 0 5 4 8 7 6,up,5
1 2 3 4 5 0 7 8 6,down,1
4 3 0 2 6 5 7 1 8,left,10
3 0 2 1 6 8 7 4 5,left,11
4 2 3 8 0 7 6 1 5,down,14
4 0 1 7 6 2 3 5 8,right,13
0 5 1 7 3 2 6 4 8,down,14
3 0 8 2 5 6 4 1 7,left,13
1 6 2 5 0 3 4 7 8,up,8
2 0 3 4 8 6 7 5 1,left,7
0 4 2 5 6 3 7 1 8,right,10
5 4 3 1 7 6 0 2 8,up,10
4 2 3 5 1 0 7 8 6,down,5
1 6 0 3 2 8 4 5 7,left,12
2 0 3 4 1 8 7 5 6,down,7
2 0 7 4 6 3 1 5 8,left,11
1 0 3 4 7 6 5 2 8,down,7
1 0 6 8 3 2 4 5 7,down,11
0 5 2 1 7 6 3 4 8,down,12
4 1 3 7 5 6 8 0 2,left,7
4 2 7 8 1 3 5 6 0,left,14
0 1 4 7 3 2 8 6 5,right,14
1 3 2 4 0 5 8 7 6,right,6
4 8 1 0 5 2 7 6 3,up,11
4 1 8 3 0 2 7 6 5,down,14
4 0 1 5 6 2 7 3 8,right,11
1 2 6 4 5 8 7 3 0,up,6
1 8 5 4 2 3 7 6 0,left,8
7 3 2 1 0 6 5 4 8,down,10
2 5 3 4 6 8 7 1 0,up,8
1 0 6 7 3 4 5 8 2,down,11
4 1 3 2 6 8 7 0 5,right,9
4 0 3 7 1 6 8 5 2,down,9
7 4 0 2 3 1 5 8 6,down,14
0 5 3 2 8 6 4 1 7,down,10
1 3 6 4 5 2 7 0 8,right,5
1 3 0 4 6 5 7 2 8,left,6
4 8 3 2 7 5 1 0 6,up,11
4 1 2 7 5 8 6 0 3,left,11
3 0 6 2 5 8 1 4 7,left,13
5 6 0 2 3 8 4 1 7,left,16
1 0 2 4 5 6 7 3 8,right,5
7 1 5 3 6 2 0 4 8,right,14
2 0 3 8 1 6 5 4 7,down,11
7 4 2 1 0 3 6 8 5,up,12
0 1 3 4 7 2 8 6 5,right,10
2 0 6 1 4 7 8 3 5,left,13
5 4 2 7 6 3 0 1 8,up,12
1 8 5 4 6 0 7 3 2,up,11
1 2 5 0 3 4 7 8 6,up,7
2 0 5 1 7 3 4 8 6,left,9
4 3 1 8 0 2 5 7 6,left,12
3 2 1 6 0 5 4 7 8,left,10
5 1 6 4 3 0 8 2 7,up,11
7 4 1 8 2 0 5 3 6,down,15
0 2 3 5 4 6 1 7 8,down,6
1 2 3 5 7 4 8 6 0,left,8
1 7 2 0 4 6 8 3 5,right,11
0 5 2 1 7 6 3 4 8,down,12
1 0 2 8 5 7 3 4 6,right,13
2 3 6 1 5 8 0 4 7,right,10
1 3 5 7 2 6 8 0 4,left,9
5 4 2 0 7 3 1 6 8,up,13
2 3 0 5 1 6 4 8 7,left,8
4 2 3 0 1 6 5 7 8,up,7
2 4 3 1 6 0 7 5 8,left,7
5 1 6 4 3 7 0 8 2,up,12
5 2 1 7 4 3 8 0 6,left,9
4 1 0 7 2 3 5 8 6,down,8
2 3 6 8 4 7 0 1 5,up,14
1 3 0 4 5 6 7 8 2,left,4
2 0 3 5 4 6 1 7 8,left,7
1 7 2 8 6 0 4 5 3,down,11
5 6 1 0 3 8 2 4 7,up,17
1 3 0 4 8 5 2 7 6,left,8
4 3 6 2 1 8 0 7 5,right,12
7 1 3 2 6 0 5 4 8,left,11
0 3 8 2 5 6 4 1 7,down,12
3 5 6 2 0 8 1 4 7,up,14
1 0 2 7 4 3 6 5 8,right,9
4 6 1 7 0 2 5 8 3,up,12
7 4 2 1 5 3 8 6 0,left,10
1 3 8 4 2 0 7 6 5,up,9
0 5 2 1 6 8 4 7 3,down,10
2 4 3 1 8 5 7 6 0,left,8
0 4 3 8 1 5 2 7 6,right,12
4 3 0 7 2 1 8 5 6,down,10
4 3 0 2 1 6 7 5 8,left,8
1 3 0 2 6 4 7 5 8,left,8
7 1 4 8 3 5 2 0 6,left,15
5 3 6 2 0 7 1 4 8,down,14
5 1 6 4 3 8 2 0 7,left,13
3 0 5 1 4 6 7 2 8,left,9
1 8 2 5 4 3 7 6 0,left,8
8 2 3 5 1 6 0 4 7,right,10
5 3 6 2 1 8 0 4 7,right,14
4 0 1 8 2 5 3 7 6,down,13
8 1 3 2 5 6 0 4 7,right,10
2 6 5 1 7 3 4 0 8,up,11
1 5 2 4 3 6 7 0 8,right,5
1 2 5 4 6 3 7 8 0,up,4
7 4 1 8 0 2 5 3 6,up,16
5 0 2 1 6 8 4 7 3,left,11
1 7 2 0 3 6 5 4 8,down,11
3 0 5 1 4 6 2 8 7,left,11
3 7 5 1 0 2 8 4 6,up,14
3 4 8 0 1 2 7 6 5,right,15
1 2 8 0 5 3 4 7 6,down,7
5 1 3 4 2 6 7 8 0,up,4
3 0 8 1 6 7 5 2 4,left,17
4 2 3 5 0 6 7 1 8,down,6
1 3 5 6 8 0 4 7 2,up,11
4 0 1 2 8 3 7 6 5,right,11
4 7 3 5 0 6 1 2 8,up,10
5 4 1 3 2 6 0 7 8,right,12
6 5 2 1 3 0 4 7 8,left,11
8 4 2 1 0 3 7 6 5,up,12
8 2 6 1 3 7 4 0 5,right,13
4 1 6 5 7 3 8 0 2,up,11
4 3 5 2 1 6 7 0 8,right,9
1 5 3 4 6 2 7 8 0,up,4
5 3 4 2 0 6 1 7 8,left,12
5 3 2 1 6 0 4 7 8,left,9
2 5 4 7 1 3 8 0 6,left,11
3 0 6 1 4 2 7 5 8,left,9
0 1 3 4 7 2 8 6 5,right,10
1 2 3 7 4 6 5 0 8,left,5
1 2 6 8 0 5 3 7 4,left,12
5 3 4 2 0 6 1 7 8,left,12
4 1 3 2 8 5 0 7 6,right,8
0 4 2 7 3 1 5 8 6,right,12
1 2 5 4 6 3 7 0 8,right,5
1 7 2 5 3 0 4 8 6,down,9
4 0 1 7 5 3 8 2 6,right,9
2 0 6 1 3 8 4 5 7,down,11
1 4 5 7 6 2 8 3 0,left,12
2 8 3 1 6 7 4 5 0,up,10
1 8 2 5 4 3 0 7 6,right,8
2 3 5 7 1 8 6 4 0,up,14
4 1 3 5 0 6 2 7 8,left,8
1 3 5 7 2 6 8 4 0,up,8
5 2 3 0 7 4 8 1 6,up,11
1 2 5 7 8 3 4 6 0,left,8
1 8 2 7 5 4 0 6 3,up,10
3 8 5 2 6 7 1 4 0,up,16
0 2 3 1 4 8 7 6 5,down,8
7 1 2 4 8 3 0 5 6,up,8
2 6 3 0 7 8 1 4 5,down,13
5 0 4 1 8 6 7 3 2,left,13
1 3 5 8 0 2 4 7 6,left,10
2 4 0 1 5 8 7 6 3,down,10
5 1 6 4 3 8 0 2 7,up,12
4 1 3 5 8 6 0 7 2,right,8
2 5 6 3 8 7 0 4 1,right,16
3 0 5 2 1 6 4 8 7,down,11
8 0 1 6 4 2 7 5 3,left,13
5 3 0 2 1 6 4 7 8,left,10
0 1 6 5 4 2 7 3 8,right,10
0 1 6 4 3 2 7 5 8,right,8
1 2 3 6 0 4 5 7 8,left,8
3 1 5 0 4 2 8 7 6,right,11
0 7 2 1 3 6 4 8 5,down,10
1 2 0 4 5 6 7 3 8,down,4
1 3 6 2 5 8 7 0 4,right,9
4 2 6 8 1 0 3 7 5,up,13
1 0 3 4 5 6 7 8 2,down,3
1 8 5 4 6 2 7 3 0,left,10
5 0 2 1 3 6 4 7 8,down,9
3 1 2 4 0 6 7 5 8,down,6
2 3 6 0 8 7 5 1 4,down,15
0 7 3 8 2 4 1 6 5,right,14
5 8 2 1 0 3 4 7 6,up,10
4 1 3 2 8 5 7 6 0,left,8
0 2 3 1 4 5 7 8 6,down,4
5 3 0 1 6 2 4 7 8,down,10
3 5 2 1 4 7 0 8 6,up,10
1 2 3 7 8 4 5 0 6,up,7
8 0 1 4 7 3 6 2 5,left,15
1 3 5 0 7 4 8 6 2,right,13
3 5 8 6 0 4 2 1 7,up,18
7 2 3 8 0 4 1 6 5,down,12
0 1 3 4 6 8 7 5 2,right,8
2 3 5 7 1 6 4 0 8,right,9
1 3 6 4 2 8 7 0 5,right,7
1 5 2 7 3 6 8 4 0,up,8
4 1 6 7 0 2 3 8 5,right,12
2 0 3 1 8 5 4 7 6,left,7
7 4 1 8 2 3 0 6 5,up,14
5 1 2 4 7 0 8 6 3,down,11
1 2 3 8 5 4 0 7 6,up,6
1 0 2 3 5 6 4 7 8,right,7
1 3 6 4 0 5 7 8 2,right,6
2 7 5 1 6 8 0 4 3,right,14
1 3 0 4 2 5 7 8 6,left,4
5 1 3 4 0 8 7 6 2,down,10
0 1 6 4 3 2 8 7 5,right,10
2 3 6 4 8 1 7 5 0,up,8
2 8 3 5 0 6 1 4 7,up,10
1 2 6 0 4 7 8 3 5,right,11
4 1 3 7 6 2 8 0 5,left,9
2 1 3 5 0 6 7 4 8,down,6
5 2 8 1 4 3 7 6 0,left,10
1 3 0 2 6 5 4 7 8,left,8
2 0 3 1 4 6 7 5 8,left,5
2 0 3 1 7 5 6 8 4,left,11
3 4 8 7 0 2 6 1 5,up,18
1 2 3 5 7 4 0 8 6,up,6
8 1 3 4 0 5 7 2 6,down,8
1 6 5 2 7 8 0 4 3,right,14
3 1 6 2 8 0 4 5 7,up,11
7 4 3 5 1 2 8 0 6,left,11
5 2 1 7 4 3 8 0 6,left,9
1 3 6 2 5 8 7 4 0,up,8
1 0 5 7 4 2 8 6 3,right,11
5 3 2 1 7 6 4 8 0,up,8
1 3 8 5 2 7 0 4 6,right,12
4 2 0 7 8 1 5 6 3,down,12
1 8 3 7 2 5 4 6 0,left,8
1 7 5 8 0 2 4 6 3,up,14
3 8 5 4 1 0 7 6 2,up,13
1 8 2 4 3 5 7 6 0,left,8
7 1 4 3 0 2 8 6 5,down,16
2 5 3 4 0 6 7 1 8,up,6
1 2 3 0 4 6 7 5 8,right,3
5 2 8 3 6 0 4 1 7,up,15
1 6 2 7 4 8 0 3 5,up,12
5 3 6 2 7 0 1 4 8,up,13
1 3 8 5 6 7 2 0 4,left,15
8 2 4 1 5 3 7 0 6,up,9
0 6 2 1 4 3 8 7 5,down,10
1 8 3 0 4 5 7 6 2,right,9
6 4 3 2 1 8 0 7 5,right,14
5 3 6 2 1 8 0 4 7,right,14
5 4 6 0 2 1 7 3 8,up,13
1 7 3 2 6 0 4 5 8,left,9
1 6 0 2 3 8 5 4 7,left,14
5 1 2 7 3 0 6 4 8,left,13
2 3 5 1 8 4 7 6 0,left,10
4 0 1 8 6 3 7 2 5,right,11
1 6 2 0 4 8 7 3 5,right,11
2 8 6 1 3 4 7 0 5,right,11
0 5 8 4 1 2 7 6 3,down,12
1 3 8 4 2 5 7 6 0,left,8
0 1 2 5 3 4 7 8 6,right,8
8 2 0 1 4 3 7 6 5,down,10
3 5 8 2 6 0 1 7 4,up,15
2 7 1 5 6 3 0 4 8,right,12
1 3 0 2 6 5 4 7 8,left,8
1 5 0 6 2 3 4 7 8,down,8
5 2 8 0 6 3 1 4 7,up,13
3 4 2 0 1 6 8 5 7,right,11
2 3 6 0 4 5 7 1 8,right,9
4 1 2 8 0 6 3 7 5,left,12
3 6 0 1 2 8 5 4 7,left,14
7 2 3 4 1 6 5 0 8,left,7
2 5 4 1 8 3 7 6 0,left,10
2 3 8 7 1 5 4 0 6,up,11
1 5 2 4 8 0 7 6 3,down,7
2 6 7 4 3 0 1 5 8,up,13
5 1 3 4 2 0 7 8 6,down,5
1 8 5 4 2 0 7 6 3,up,9
5 2 3 1 4 0 7 8 6,down,5
2 4 0 7 1 8 6 3 5,down,16
1 3 6 4 0 5 7 8 2,right,6
4 5 8 0 1 3 7 2 6,up,11
1 2 3 0 7 5 6 8 4,down,9
3 0 8 2 4 5 1 7 6,left,13
4 1 0 7 8 2 6 5 3,down,12
2 3 5 7 0 1 4 8 6,right,10
1 3 6 7 2 8 5 4 0,up,10
1 5 3 6 2 0 4 7 8,up,7
0 3 8 1 2 5 4 7 6,down,10
4 1 2 7 5 8 6 0 3,left,11
1 3 0 5 2 4 8 7 6,left,8
5 0 6 7 3 8 2 1 4,down,17
4 6 1 7 0 3 5 2 8,up,12
4 1 2 3 6 0 5 7 8,left,11
0 1 4 7 3 2 8 6 5,right,14
4 1 2 7 6 8 0 3 5,up,12
0 3 5 1 4 6 2 8 7,down,10
7 4 1 0 6 3 8 5 2,up,13
1 7 2 0 4 5 8 6 3,right,11
3 2 6 1 8 5 0 4 7,right,10
1 2 3 8 7 0 4 6 5,down,9
5 4 1 3 2 6 7 0 8,right,11
2 7 3 1 4 8 0 6 5,up,12
2 0 3 1 4 8 7 6 5,left,9
4 0 3 7 5 1 8 6 2,down,11
2 0 3 4 5 6 7 1 8,left,5
4 1 3 7 6 0 8 5 2,down,9
8 5 4 2 1 0 7 6 3,up,15
1 0 2 7 8 3 5 6 4,right,11
1 2 5 0 3 6 7 4 8,up,7
1 0 2 5 8 4 7 6 3,right,9
1 2 6 4 0 8 7 5 3,down,6
1 2 3 8 7 5 4 6 0,left,8
1 8 3 4 6 5 7 0 2,right,7
6 7 1 4 3 0 5 2 8,left,15
1 3 8 4 0 5 7 2 6,down,8
1 6 8 2 3 0 5 4 7,up,15
0 4 3 2 1 6 7 5 8,down,8
6 4 3 2 1 8 0 7 5,right,14
